sym,dir,entry,exit,qty,gross,net,reason,entry_t,exit_t,exit_date,year,month
TATAPOWER,LONG,242.45,242.1,3190,-1116.4999999999818,-1388.772268476982,TIME_EXIT,2022-03-25 11:00:00+05:30,2022-03-25 12:45:00+05:30,2022-03-25,2022,2022-03
BATAINDIA,LONG,1947.0,1939.85,397,-2838.550000000036,-3110.168478655736,TIME_EXIT,2022-03-25 12:50:00+05:30,2022-03-25 14:35:00+05:30,2022-03-25,2022,2022-03
GODREJPROP,LONG,1630.05,1621.0,474,-4289.699999999979,-4560.791993680179,EOD,2022-03-25 14:40:00+05:30,2022-03-25 15:15:00+05:30,2022-03-25,2022,2022-03
GMRAIRPORT,LONG,36.4,36.75,18695,6543.250000000026,6301.534270629526,TIME_EXIT,2022-03-29 10:30:00+05:30,2022-03-29 12:15:00+05:30,2022-03-29,2022,2022-03
GMRAIRPORT,LONG,36.7,36.75,18542,927.0999999999473,686.9940849625473,TIME_EXIT,2022-03-29 12:20:00+05:30,2022-03-29 14:05:00+05:30,2022-03-29,2022,2022-03
JINDALSTEL,LONG,537.0,536.55,1267,-570.1500000000576,-809.7877475541576,EOD,2022-03-29 14:10:00+05:30,2022-03-29 15:15:00+05:30,2022-03-29,2022,2022-03
GMRAIRPORT,LONG,37.45,37.000600000000006,18996,-8536.802399999946,-8785.093368486603,SL,2022-03-30 10:45:00+05:30,2022-03-30 11:20:00+05:30,2022-03-30,2022,2022-03
BHARATFORG,LONG,723.05,714.3734,983,-8529.097800000007,-8777.164681936903,SL,2022-03-30 11:25:00+05:30,2022-03-30 12:25:00+05:30,2022-03-30,2022,2022-03
BHEL,LONG,50.45,50.25,14101,-2820.2000000000403,-3070.12553457824,TIME_EXIT,2022-03-30 12:30:00+05:30,2022-03-30 14:15:00+05:30,2022-03-30,2022,2022-03
ZEEL,LONG,295.85,294.0,2404,-4447.400000000054,-4696.799148264454,EOD,2022-03-30 14:20:00+05:30,2022-03-30 15:15:00+05:30,2022-03-30,2022,2022-03
RECLTD,LONG,96.25,97.6,6075,8201.249999999965,7992.817296142465,TIME_EXIT,2022-04-04 10:45:00+05:30,2022-04-04 12:30:00+05:30,2022-04-04,2022,2022-04
ASHOKLEY,LONG,58.2,58.2,10047,0.0,-206.0911612008,TIME_EXIT,2022-04-04 12:35:00+05:30,2022-04-04 14:20:00+05:30,2022-04-04,2022,2022-04
ASHOKLEY,LONG,58.1,58.05,10064,-503.2000000000429,-709.141140593643,EOD,2022-04-04 14:25:00+05:30,2022-04-04 15:15:00+05:30,2022-04-04,2022,2022-04
GMRAIRPORT,LONG,39.65,39.4,15640,-3910.0,-4127.445505292,TIME_EXIT,2022-04-05 10:35:00+05:30,2022-04-05 12:20:00+05:30,2022-04-05,2022,2022-04
ASHOKLEY,LONG,59.2,58.9,10475,-3142.5000000000446,-3360.1630690350444,TIME_EXIT,2022-04-05 12:25:00+05:30,2022-04-05 14:10:00+05:30,2022-04-05,2022,2022-04
ESCORTS,LONG,1804.45,1850.45,343,15778.0,15555.3420962618,EOD,2022-04-05 14:15:00+05:30,2022-04-05 15:15:00+05:30,2022-04-05,2022,2022-04
PAGEIND,LONG,44730.0,44987.5,14,3605.0,3383.2556638300002,TIME_EXIT,2022-04-08 10:35:00+05:30,2022-04-08 12:20:00+05:30,2022-04-08,2022,2022-04
ASHOKLEY,LONG,61.7,62.4,10704,7492.799999999955,7257.883094793555,TIME_EXIT,2022-04-08 12:25:00+05:30,2022-04-08 14:10:00+05:30,2022-04-08,2022,2022-04
ASHOKLEY,LONG,62.3,62.1,10601,-2120.199999999955,-2352.367353154355,EOD,2022-04-08 14:15:00+05:30,2022-04-08 15:15:00+05:30,2022-04-08,2022,2022-04
BEL,LONG,85.75,86.3,8185,4501.749999999976,4253.088199689477,TIME_EXIT,2022-04-19 10:35:00+05:30,2022-04-19 12:20:00+05:30,2022-04-19,2022,2022-04
BEL,LONG,86.25,86.1,8138,-1220.7000000000462,-1467.737543851846,TIME_EXIT,2022-04-19 12:25:00+05:30,2022-04-19 14:10:00+05:30,2022-04-19,2022,2022-04
BHARATFORG,LONG,740.7,731.8116,947,-8417.314800000044,-8662.1304986449,SL,2022-04-19 14:15:00+05:30,2022-04-19 14:55:00+05:30,2022-04-19,2022,2022-04
LICHSGFIN,LONG,374.9,370.40119999999996,1872,-8421.753600000033,-8666.69840013972,SL,2022-04-19 15:00:00+05:30,2022-04-19 15:05:00+05:30,2022-04-19,2022,2022-04
ASHOKLEY,LONG,61.3,60.9,10264,-4105.599999999986,-4326.181747740786,TIME_EXIT,2022-04-20 10:15:00+05:30,2022-04-20 12:00:00+05:30,2022-04-20,2022,2022-04
LICHSGFIN,LONG,371.85,367.3878,1692,-7550.042399999993,-7769.633676894411,SL,2022-04-20 12:35:00+05:30,2022-04-20 13:55:00+05:30,2022-04-20,2022,2022-04
CUMMINSIND,LONG,1090.5,1105.19625,577,8479.73624999998,8255.539810250088,TSL,2022-04-20 14:00:00+05:30,2022-04-20 15:05:00+05:30,2022-04-20,2022,2022-04
CUMMINSIND,SHORT,999.3,998.5,610,487.99999999997226,273.2944552919722,EOD,2022-04-25 12:20:00+05:30,2022-04-25 15:15:00+05:30,2022-04-25,2022,2022-04
ESCORTS,LONG,1607.75,1607.4,380,-132.99999999996544,-348.29071908196545,TIME_EXIT,2022-04-26 10:45:00+05:30,2022-04-26 12:30:00+05:30,2022-04-26,2022,2022-04
APOLLOTYRE,LONG,199.7,202.3,3061,7958.6000000000695,7740.87458402807,TIME_EXIT,2022-04-26 12:35:00+05:30,2022-04-26 14:20:00+05:30,2022-04-26,2022,2022-04
APOLLOTYRE,LONG,202.15,204.3,3024,6501.600000000017,6284.284601515217,EOD,2022-04-26 14:25:00+05:30,2022-04-26 15:15:00+05:30,2022-04-26,2022,2022-04
AUBANK,LONG,693.9,700.25,979,6216.650000000022,5975.4400856359225,TIME_EXIT,2022-04-28 11:40:00+05:30,2022-04-28 13:25:00+05:30,2022-04-28,2022,2022-04
AUBANK,LONG,700.5,704.2,970,3589.000000000044,3348.486887666044,TIME_EXIT,2022-04-28 13:30:00+05:30,2022-04-28 15:15:00+05:30,2022-04-28,2022,2022-04
RBLBANK,LONG,122.15,120.6842,5946,-8715.64680000001,-8969.139417441833,SL,2022-05-04 11:05:00+05:30,2022-05-04 12:30:00+05:30,2022-05-04,2022,2022-05
CONCOR,LONG,520.5,514.254,1395,-8713.169999999973,-8966.590580273552,SL,2022-05-04 13:25:00+05:30,2022-05-04 14:40:00+05:30,2022-05-04,2022,2022-05
MFSL,LONG,732.5,731.0,869,-1303.5,-1527.477581619,TIME_EXIT,2022-05-05 10:30:00+05:30,2022-05-05 12:15:00+05:30,2022-05-05,2022,2022-05
BHEL,LONG,55.1,54.4388,11555,-7640.16600000001,-7862.378501432494,SL,2022-05-05 12:20:00+05:30,2022-05-05 13:45:00+05:30,2022-05-05,2022,2022-05
SRF,SHORT,2299.0,2310.495,256,-2942.719999999972,-3150.995792862692,SL,2022-05-06 11:20:00+05:30,2022-05-06 11:20:00+05:30,2022-05-06,2022,2022-05
GODREJPROP,SHORT,1422.0,1429.11,414,-2943.5399999999586,-3151.8738296959987,SL,2022-05-06 12:40:00+05:30,2022-05-06 12:45:00+05:30,2022-05-06,2022,2022-05
GODREJPROP,SHORT,1416.05,1423.1302499999997,416,-2945.3839999998963,-3153.8483417942803,SL,2022-05-06 13:10:00+05:30,2022-05-06 13:25:00+05:30,2022-05-06,2022,2022-05
BALKRISIND,LONG,1962.75,1939.197,276,-6500.628000000031,-6689.697296238102,SL,2022-05-11 11:40:00+05:30,2022-05-11 13:10:00+05:30,2022-05-11,2022,2022-05
GODREJPROP,LONG,1374.0,1390.811,394,6623.533999999969,6430.836167445284,TSL,2022-05-11 13:40:00+05:30,2022-05-11 14:30:00+05:30,2022-05-11,2022,2022-05
AUBANK,LONG,636.2,637.8,852,1363.1999999999225,1171.7658887519226,EOD,2022-05-11 14:35:00+05:30,2022-05-11 15:15:00+05:30,2022-05-11,2022,2022-05
SHRIRAMFIN,LONG,216.75,216.45,2523,-756.9000000000287,-949.4253443736287,TIME_EXIT,2022-05-13 10:40:00+05:30,2022-05-13 12:25:00+05:30,2022-05-13,2022,2022-05
APOLLOTYRE,LONG,206.2,203.7256,2652,-6562.108800000007,-6752.966251411419,SL,2022-05-13 12:30:00+05:30,2022-05-13 14:00:00+05:30,2022-05-13,2022,2022-05
BANKINDIA,LONG,43.2,42.6816,12663,-6564.499199999997,-6755.426175655178,SL,2022-05-13 14:05:00+05:30,2022-05-13 14:20:00+05:30,2022-05-13,2022,2022-05
RECLTD,LONG,86.5,86.25,5488,-1372.0,-1538.920491752,TIME_EXIT,2022-05-16 10:00:00+05:30,2022-05-16 11:45:00+05:30,2022-05-16,2022,2022-05
APOLLOTYRE,LONG,208.75,210.5,2274,3979.5,3811.052880363,TIME_EXIT,2022-05-16 11:50:00+05:30,2022-05-16 13:35:00+05:30,2022-05-16,2022,2022-05
APOLLOTYRE,LONG,210.6,210.3,2254,-676.1999999999616,-843.3127397435617,EOD,2022-05-16 13:40:00+05:30,2022-05-16 15:15:00+05:30,2022-05-16,2022,2022-05
SAIL,SHORT,80.6,80.50049999999999,5978,594.8110000000368,425.1604310597228,TSL,2022-05-19 11:55:00+05:30,2022-05-19 13:20:00+05:30,2022-05-19,2022,2022-05
IDFCFIRSTB,SHORT,35.05,35.0,13748,687.399999999961,517.761622887561,EOD,2022-05-19 14:15:00+05:30,2022-05-19 15:15:00+05:30,2022-05-19,2022,2022-05
BALKRISIND,LONG,2133.3,2107.7004,228,-5836.708800000002,-6006.468156351813,SL,2022-05-20 10:45:00+05:30,2022-05-20 11:55:00+05:30,2022-05-20,2022,2022-05
CANBK,LONG,35.18,35.38,13832,2766.400000000039,2594.1016012621194,TIME_EXIT,2022-05-20 12:00:00+05:30,2022-05-20 13:45:00+05:30,2022-05-20,2022,2022-05
SUNTV,LONG,426.35,432.72549999999995,1141,7274.445499999922,7100.907679024039,TSL,2022-05-20 13:50:00+05:30,2022-05-20 14:40:00+05:30,2022-05-20,2022,2022-05
AUBANK,LONG,655.1,654.7,742,-296.79999999998313,-468.0363965815832,EOD,2022-05-20 14:45:00+05:30,2022-05-20 15:15:00+05:30,2022-05-20,2022,2022-05
IDEA,LONG,9.2,9.2,54643,0.0,-177.1831186512,TIME_EXIT,2022-05-23 10:00:00+05:30,2022-05-23 11:45:00+05:30,2022-05-23,2022,2022-05
AUBANK,LONG,672.65,675.0,747,1755.450000000017,1577.851146731717,TIME_EXIT,2022-05-23 11:50:00+05:30,2022-05-23 13:35:00+05:30,2022-05-23,2022,2022-05
BANKINDIA,LONG,46.05,46.3,10916,2729.0,2551.0476834724,EOD,2022-05-23 13:40:00+05:30,2022-05-23 15:15:00+05:30,2022-05-23,2022,2022-05
BATAINDIA,LONG,1743.85,1750.1,299,1868.75,1684.4427125227,TIME_EXIT,2022-05-26 10:50:00+05:30,2022-05-26 12:35:00+05:30,2022-05-26,2022,2022-05
BHEL,LONG,49.3,49.99875,10597,7404.653750000042,7218.402107066595,TSL,2022-05-26 12:40:00+05:30,2022-05-26 13:50:00+05:30,2022-05-26,2022,2022-05
APOLLOTYRE,LONG,212.75,213.8,2455,2577.7500000000277,2392.926060763528,EOD,2022-05-26 13:55:00+05:30,2022-05-26 15:15:00+05:30,2022-05-26,2022,2022-05
AUBANK,LONG,663.65,661.5,872,-1874.7999999999802,-2078.2283427607804,TIME_EXIT,2022-05-27 10:30:00+05:30,2022-05-27 12:15:00+05:30,2022-05-27,2022,2022-05
BATAINDIA,LONG,1805.8,1813.55,320,2480.0,2275.623656608,TIME_EXIT,2022-05-27 12:20:00+05:30,2022-05-27 14:05:00+05:30,2022-05-27,2022,2022-05
ASHOKLEY,LONG,67.7,67.75,8551,427.5499999999757,223.39220965327564,EOD,2022-05-27 14:10:00+05:30,2022-05-27 15:15:00+05:30,2022-05-27,2022,2022-05
TORNTPOWER,LONG,437.55,436.75,1327,-1061.6000000000151,-1265.9399419186152,TIME_EXIT,2022-05-30 10:20:00+05:30,2022-05-30 12:05:00+05:30,2022-05-30,2022,2022-05
BATAINDIA,LONG,1868.0,1868.0,311,0.0,-204.756284496,TIME_EXIT,2022-05-30 12:10:00+05:30,2022-05-30 13:55:00+05:30,2022-05-30,2022,2022-05
BANKINDIA,LONG,48.7,48.45,11931,-2982.75,-3186.6848637429002,EOD,2022-05-30 14:00:00+05:30,2022-05-30 15:15:00+05:30,2022-05-30,2022,2022-05
BATAINDIA,LONG,1858.9,1851.35,300,-2265.0000000000546,-2460.9036049500546,TIME_EXIT,2022-06-03 11:55:00+05:30,2022-06-03 13:40:00+05:30,2022-06-03,2022,2022-06
MFSL,LONG,810.95,801.2186,687,-6685.471800000006,-6879.917236386379,SL,2022-06-03 14:15:00+05:30,2022-06-03 15:05:00+05:30,2022-06-03,2022,2022-06
TATAPOWER,SHORT,221.15,220.24575,2310,2088.8175000000438,1909.3629787397988,TSL,2022-06-13 12:50:00+05:30,2022-06-13 14:30:00+05:30,2022-06-13,2022,2022-06
SUNTV,LONG,418.0,417.6,1245,-497.9999999999717,-681.2770047719716,TIME_EXIT,2022-06-16 10:50:00+05:30,2022-06-16 12:35:00+05:30,2022-06-16,2022,2022-06
ESCORTS,LONG,1501.05,1500.0,344,-361.19999999998436,-543.0891528311844,TIME_EXIT,2022-06-21 10:35:00+05:30,2022-06-21 12:20:00+05:30,2022-06-21,2022,2022-06
BANKBARODA,LONG,87.7,88.90325,5897,7095.565249999982,6911.257806501936,TSL,2022-06-21 12:25:00+05:30,2022-06-21 13:35:00+05:30,2022-06-21,2022,2022-06
APOLLOTYRE,LONG,179.0,179.6,2889,1733.3999999999835,1550.6400006395836,EOD,2022-06-21 13:40:00+05:30,2022-06-21 15:15:00+05:30,2022-06-21,2022,2022-06
MANAPPURAM,LONG,86.05,86.65,6470,3882.000000000055,3684.663510606055,TIME_EXIT,2022-06-24 10:55:00+05:30,2022-06-24 12:40:00+05:30,2022-06-24,2022,2022-06
ASHOKLEY,LONG,68.55,67.7274,8122,-6681.157199999953,-6875.477147220426,SL,2022-06-24 12:45:00+05:30,2022-06-24 14:20:00+05:30,2022-06-24,2022,2022-06
BANKINDIA,LONG,45.3,45.75,12291,5530.950000000035,5333.127863105736,EOD,2022-06-24 14:25:00+05:30,2022-06-24 15:15:00+05:30,2022-06-24,2022,2022-06
PFC,LONG,83.3,83.4,6812,681.200000000058,481.00980094965803,TIME_EXIT,2022-06-27 11:00:00+05:30,2022-06-27 12:45:00+05:30,2022-06-27,2022,2022-06
AUBANK,LONG,628.1,625.95,903,-1941.4499999999794,-2140.7960229158793,TIME_EXIT,2022-06-27 12:50:00+05:30,2022-06-27 14:35:00+05:30,2022-06-27,2022,2022-06
GMRAIRPORT,LONG,35.1,34.9,16168,-3233.600000000046,-3432.689841760046,EOD,2022-06-27 14:40:00+05:30,2022-06-27 15:15:00+05:30,2022-06-27,2022,2022-06
BEL,LONG,79.0,78.6,6861,-2744.400000000039,-2934.6501619536393,TIME_EXIT,2022-07-07 10:50:00+05:30,2022-07-07 12:35:00+05:30,2022-07-07,2022,2022-07
APOLLOTYRE,LONG,200.7,198.2916,2700,-6502.680000000001,-6691.808978194321,SL,2022-07-07 12:40:00+05:30,2022-07-07 14:05:00+05:30,2022-07-07,2022,2022-07
CUMMINSIND,LONG,1121.4,1129.55,483,3936.4499999999343,3744.4225236998345,EOD,2022-07-07 14:30:00+05:30,2022-07-07 15:15:00+05:30,2022-07-07,2022,2022-07
COFORGE,LONG,729.0,720.252,703,-6149.844000000034,-6328.7108228752895,SL,2022-07-08 10:20:00+05:30,2022-07-08 11:05:00+05:30,2022-07-08,2022,2022-07
BATAINDIA,LONG,1795.25,1798.15,285,826.5000000000259,645.9326901060259,TIME_EXIT,2022-07-08 11:15:00+05:30,2022-07-08 13:00:00+05:30,2022-07-08,2022,2022-07
APOLLOTYRE,LONG,204.0,203.2,2512,-2009.6000000000286,-2189.6381227264287,TIME_EXIT,2022-07-08 13:05:00+05:30,2022-07-08 14:50:00+05:30,2022-07-08,2022,2022-07
SRF,LONG,2174.0,2180.0,235,1410.0,1229.53221906,EOD,2022-07-08 14:55:00+05:30,2022-07-08 15:15:00+05:30,2022-07-08,2022,2022-07
VOLTAS,LONG,978.95,980.4,489,709.0499999999666,540.1259704940667,TIME_EXIT,2022-07-13 11:05:00+05:30,2022-07-13 12:50:00+05:30,2022-07-13,2022,2022-07
ESCORTS,LONG,1615.4,1611.4,296,-1184.0,-1352.1889928128,TIME_EXIT,2022-07-13 12:55:00+05:30,2022-07-13 14:40:00+05:30,2022-07-13,2022,2022-07
JINDALSTEL,LONG,355.35,356.6,1349,1686.25,1516.8134406557,EOD,2022-07-13 14:45:00+05:30,2022-07-13 15:15:00+05:30,2022-07-13,2022,2022-07
LTF,LONG,70.75,71.05,6826,2047.7999999999806,1877.0008737431806,TIME_EXIT,2022-07-18 10:50:00+05:30,2022-07-18 12:35:00+05:30,2022-07-18,2022,2022-07
AUBANK,LONG,561.05,559.9,860,-988.9999999999804,-1158.7760698419804,TIME_EXIT,2022-07-18 12:40:00+05:30,2022-07-18 14:25:00+05:30,2022-07-18,2022,2022-07
BANKBARODA,LONG,99.65,100.45,4846,3876.799999999986,3705.489913680386,EOD,2022-07-18 14:30:00+05:30,2022-07-18 15:15:00+05:30,2022-07-18,2022,2022-07
MFSL,LONG,838.0,837.05,602,-571.9000000000274,-749.5398825026274,TIME_EXIT,2022-07-20 10:55:00+05:30,2022-07-20 12:40:00+05:30,2022-07-20,2022,2022-07
BATAINDIA,LONG,1861.2,1838.8656,271,-6052.622399999989,-6228.661554611327,SL,2022-07-20 12:45:00+05:30,2022-07-20 13:10:00+05:30,2022-07-20,2022,2022-07
COFORGE,LONG,697.5,701.0,724,2534.0,2355.289967836,TIME_EXIT,2022-07-20 13:15:00+05:30,2022-07-20 15:00:00+05:30,2022-07-20,2022,2022-07
AUBANK,LONG,585.4,585.2,823,-164.59999999994386,-334.35869205874394,TIME_EXIT,2022-07-28 10:05:00+05:30,2022-07-28 11:50:00+05:30,2022-07-28,2022,2022-07
APOLLOTYRE,LONG,215.15,217.9,2240,6160.0,5988.3775407680005,TIME_EXIT,2022-07-28 11:55:00+05:30,2022-07-28 13:40:00+05:30,2022-07-28,2022,2022-07
APOLLOTYRE,LONG,217.6,218.3,2214,1549.8000000000377,1379.5568757324377,EOD,2022-07-28 13:45:00+05:30,2022-07-28 15:15:00+05:30,2022-07-28,2022,2022-07
IDEA,LONG,8.85,8.75,58431,-5843.099999999979,-6023.685539745579,TIME_EXIT,2022-07-29 10:15:00+05:30,2022-07-29 12:00:00+05:30,2022-07-29,2022,2022-07
BATAINDIA,LONG,1943.55,1970.65,266,7208.600000000037,7024.324560752837,TIME_EXIT,2022-07-29 12:05:00+05:30,2022-07-29 13:50:00+05:30,2022-07-29,2022,2022-07
BATAINDIA,LONG,1966.9,1966.0,262,-235.80000000002383,-417.36082167482385,EOD,2022-07-29 13:55:00+05:30,2022-07-29 15:15:00+05:30,2022-07-29,2022,2022-07
LTF,LONG,75.6,75.95,6878,2407.300000000059,2223.3441050366587,TIME_EXIT,2022-08-01 10:15:00+05:30,2022-08-01 12:00:00+05:30,2022-08-01,2022,2022-08
BHEL,LONG,54.25,54.7,9585,4313.250000000027,4128.745241920527,TIME_EXIT,2022-08-01 12:05:00+05:30,2022-08-01 13:50:00+05:30,2022-08-01,2022,2022-08
MGL,LONG,778.05,780.95,668,1937.2000000000608,1753.4630368880607,EOD,2022-08-01 13:55:00+05:30,2022-08-01 15:15:00+05:30,2022-08-01,2022,2022-08
CASTROLIND,LONG,114.65,114.2,4889,-2200.050000000014,-2396.9780404689136,TIME_EXIT,2022-08-11 09:55:00+05:30,2022-08-11 11:40:00+05:30,2022-08-11,2022,2022-08
BALKRISIND,LONG,2183.2,2176.2,256,-1792.0,-1988.4722238464,TIME_EXIT,2022-08-11 11:45:00+05:30,2022-08-11 13:30:00+05:30,2022-08-11,2022,2022-08
CUMMINSIND,LONG,1237.05,1237.0,453,-22.6499999999794,-220.1518551908794,TIME_EXIT,2022-08-11 13:35:00+05:30,2022-08-11 15:20:00+05:30,2022-08-11,2022,2022-08
IDFCFIRSTB,LONG,49.85,50.0,10783,1617.4499999999846,1427.5326214436845,TIME_EXIT,2022-08-25 10:55:00+05:30,2022-08-25 12:40:00+05:30,2022-08-25,2022,2022-08
BANKBARODA,LONG,119.6,119.5,4494,-449.39999999997445,-638.7081168803744,TIME_EXIT,2022-08-25 12:45:00+05:30,2022-08-25 14:30:00+05:30,2022-08-25,2022,2022-08
GMRAIRPORT,LONG,34.9,34.4812,15402,-6450.35759999996,-6637.964793015142,SL,2022-08-25 14:35:00+05:30,2022-08-25 15:10:00+05:30,2022-08-25,2022,2022-08
BANKBARODA,LONG,120.9,120.8,4204,-420.40000000003585,-599.4181929368358,TIME_EXIT,2022-08-26 11:15:00+05:30,2022-08-26 13:00:00+05:30,2022-08-26,2022,2022-08
ESCORTS,LONG,1848.45,1830.0,274,-5055.300000000012,-5232.361274137812,TIME_EXIT,2022-08-26 13:05:00+05:30,2022-08-26 14:50:00+05:30,2022-08-26,2022,2022-08
